Year,Trade openness (share of exports and imports in GDP)
1975,84.4063921161167
1976,83.9286529620338
1977,84.1980590331855
1978,85.0924655299666
1979,82.4954298655351
1980,85.0062806652684
1981,87.775689316464
1982,74.7043230452603
1983,92.5388308843713
1984,96.0839111699545
1985,109.182244852965
1986,97.8956420868605
1987,108.594499725573
1988,107.308744061404
1989,108.06926866406
1990,89.2419419227214
1991,99.9394979745688
1992,115.12671166727
1993,99.9400989442468
1994,76.9759781241799
1995,87.5151080963181
1996,86.1812213824723
1997,79.9352716240472
1998,88.1528027535724
1999,96.6581493012476
2000,84.5124639202981
2001,91.2133613703621
2002,89.5954833507874
2003,85.0719447141322
2004,84.3303144948134
2005,84.1877065448506
2006,84.0985604937337
2007,84.2075548947096
2008,84.6154821582544
2009,85.0266128146553
2010,83.8444817119128
2011,84.2462604490637
2012,84.665197538382
2013,85.0757148903787
2014,85.4907477060445
2015,87.6805130358885
2016,86.0823252220709
2017,86.4178619714062
2018,86.7269000577233
2019,86.4090290879441
1970,571.382291243806
1971,571.382301139731
1972,571.38273328681
1973,571.381843447557
1974,571.382334712803
1975,571.384011547736
1976,571.379200300285
1977,571.383776008218
1978,571.389068473225
1979,571.364770934456
1980,571.397493836362
1981,571.404939766511
1982,571.291876033521
1983,571.495665091891
1984,571.427282742629
1985,570.952680471392
1986,572.107029170157
1987,571.222136134987
1988,569.528873823847
1989,575.570079624799
1990,568.56745769927
1991,564.449086290639
1992,593.693693542898
1993,547.559591111769
1994,552.093973424058
1995,469.476486446294
1996,462.408462176886
1997,468.568342038132
1998,402.883859390282
1999,393.741400943659
2000,389.062302191359
2001,372.251156765702
2002,361.318834757914
2003,358.912510517271
2004,372.650279041701
2005,367.982381133523
2006,390.543180410028
2007,397.969738651995
2008,420.142659427233
2009,385.959548447789
2010,368.742648424441
2011,345.157360406091
2012,335.7856429285
2013,321.091045261712
2014,314.690240666228
2015,321.364013498355
2016,320.146088926546
2017,313.850323880778
2018,309.487956413805
2019,312.483875258101
1970,38.9333692408701
1971,34.0026448976345
1972,32.2348769138397
1973,37.6362613000678
1974,45.8546487615876
1975,33.1117327313176
1976,41.0666313734219
1977,56.9312786433812
1978,68.2478039759593
1979,81.3898530119448
1980,73.1544044183051
1981,73.1543406261673
1982,73.5056077434701
1983,71.3882798781758
1984,79.9892772788523
1985,67.8983334245151
1986,70.3389720951453
1987,63.6817664770826
1988,85.5721400378828
1989,113.375752730473
1990,86.9440317768341
1991,96.5030390429651
1992,111.70731384237
1993,111.035641261021
1994,106.457639926227
1995,120.710007134069
1996,117.324785880976
1997,122.276028550702
1998,102.137181319158
1999,119.748766122999
2000,130.111647600339
2001,65.5751122649013
2002,65.240638901823
2003,62.1820930441725
2004,62.2275770616877
2005,55.7405634405374
2006,68.8892402650558
2007,67.434217463767
2008,73.317909786034
2009,67.4692439783127
2010,75.7940593015306
2011,78.0428364822309
2012,69.8485235553764
2013,64.9501043222513
2014,63.9363551619452
2015,67.1820041621965
2016,80.0715042234665
2017,76.0409541499086
2018,72.0543298868755
2019,68.0680295675049
1970,72.3652202661377
1971,71.9012221980954
1972,79.8558093668864
1973,120.620328857122
1974,76.1384291881699
1975,95.0663824226585
1976,83.9808958130477
1977,89.9816840712601
1978,90.9143881174621
1979,89.1003303736254
1980,90.7561643535307
1981,92.9118801604833
1982,89.8500763323905
1983,86.1452694224357
1984,79.7444242547882
1985,66.7135242002774
1986,62.489286379728
1987,67.9943663902833
1988,66.5265839482753
1989,71.823057426519
1990,71.7080755916236
1991,74.6993153339205
1992,75.0920345777317
1993,67.80697438575
1994,60.0711927953839
1995,65.0417272083753
1996,66.653820067958
1997,65.1881718267574
1998,56.0883926105725
1999,57.8460488194196
2000,68.1664488005167
2001,63.5605704996601
2002,64.5927665120095
2003,69.8311303614717
2004,75.0828366569341
2005,81.9540532983779
2006,89.9446038592034
2007,94.863300386314
2008,96.1026424243063
2009,84.8583349487616
2010,82.5498069377594
2011,85.5435202826937
2012,83.51178818426
2013,82.7090490806153
2014,80.6404710018864
2015,72.0749968069188
2016,61.8620303206365
2017,64.1951854263374
2018,66.566821304405
2019,61.5099951056043
1960,20.4845305065112
1961,26.1961904908463
1962,25.0006957068856
1963,23.1106324147006
1964,23.1950230560791
1965,22.576896071602
1966,24.0433293798628
1967,23.6033267876483
1968,28.6527032853996
1969,31.6203705072823
1970,33.0216014650598
1971,33.8163615032078
1972,36.5481802760745
1973,37.4562933668596
1974,51.5040557630953
1975,43.9565029401631
1976,45.1756675183508
1977,53.4604602735773
1978,41.3259567433714
1979,46.4666047075837
1980,45.9670845964731
1981,54.5772966002907
1982,52.8697092603343
1983,51.1611495865596
1984,55.9804825174383
1985,46.2499174161158
1986,38.3720585353604
1987,36.3773024598988
1988,34.0138429948962
1989,38.5862756464518
1990,36.6155207732829
1991,35.8630005044631
1992,33.2874082606336
1993,33.0140111899636
1994,43.4582685836368
1995,47.4541102346356
1996,46.2958981323156
1997,47.1625918935317
1998,48.0086857204937
1999,46.8049329494223
2000,50.4759253061754
2001,51.5208059112184
2002,52.3143317835858
2003,50.6406297285881
2004,51.8450285944083
2005,53.8045806363412
2006,53.2543385306065
2007,56.7949489611341
2008,60.8765165047193
2009,50.886629653527
2010,50.4801479567108
2011,55.0305320255676
2012,59.5176077041199
2013,60.0624066271396
2014,58.4425229973484
2015,58.1103376742017
2016,54.1081692072139
2017,57.7052798455617
2018,60.5156729330092
2019,63.2846025690032
1990,22.123676581905
1991,23.0171155516819
1992,20.6098949335968
1993,22.7440192414723
1994,25.6974324795814
1995,13.3882330828329
1996,29.1463921538169
1997,34.5576722037375
1998,42.2791169751269
1999,26.0575698725657
2000,22.492177408771
2001,56.5478134250637
2002,56.866386898894
2003,61.1703494982451
2004,74.2297740270358
2005,73.0169295534697
2006,76.9079500160153
2007,75.6051952539642
2008,78.6794880439019
2009,66.021819804527
2010,76.7311680529264
2011,78.8090391777838
2012,85.4708270968796
2013,87.920271381138
2014,92.2314185257064
2015,97.3957666573257
2016,101.860024969348
2017,107.527719112101
2018,109.494865710998
2019,112.082066034767
1960,108.441209852457
1961,111.439813402183
1962,107.482581251709
1963,98.7204717036368
1964,102.270007100112
1965,121.610171573124
1966,118.292863167735
1967,127.257348489764
1968,125.831505690178
1969,154.201518603675
1970,163.587971853724
1971,163.452455395211
1972,163.500421803725
1973,163.811038303018
1974,163.045905804992
1975,163.644322051149
1976,164.742888667508
1977,160.750506896958
1978,165.439569477983
1979,150.496154809337
1980,121.541564883346
1981,114.54187389734
1982,112.775878170907
1983,105.973317168359
1984,111.796648304769
1985,111.951199316413
1986,94.3100775342799
1987,88.867397382317
1988,108.809477059811
1989,129.670521266153
1990,129.235931037605
1991,120.564617968867
1992,115.654405470972
1993,119.97121116427
1994,108.743691599224
1995,142.113161162929
1996,162.137015662009
1997,143.610112299544
1998,137.603161194018
1999,152.283508099311
2000,159.957939407747
2001,185.582938435076
2002,164.416478799617
2003,171.829952286769
2004,154.344388362975
2005,178.296386239072
2006,184.893622444478
2007,175.698310553188
2008,207.282662051639
2009,217.291405106578
2010,194.945945835116
2011,208.123196497592
2012,198.844678586748
2013,170.8763932686
2014,183.496915136221
2015,165.393622438631
2016,173.541584591674
2017,189.348496233583
2018,182.354513811439
2019,205.53383723564
1961,77.4872721404316
1962,79.9698047922103
1963,64.1057037453406
1964,60.6899256472208
1965,60.6861261925483
1966,59.585163949658
1967,54.2219611726988
1968,70.4437009974296
1969,72.0982004624378
1970,64.6125503810286
1971,61.5602837037856
1972,58.4779707616225
1973,57.9793341178809
1974,61.3701236529119
1975,59.0564447234936
1976,51.7673047247858
1977,50.7528230839577
1978,52.7940394319627
1979,57.5286041187366
1980,61.9689542115465
1981,51.0873317112547
1982,37.0583165725198
1983,27.1385149556014
1984,21.2242182340482
1985,22.5827490625956
1986,24.5382974007169
1987,28.1872040352828
1988,34.3105974499024
1989,42.0313288736364
1990,46.2159241194021
1991,46.3521251985021
1992,45.8315297887992
1993,43.3202544720294
1994,55.1602717847431
1995,45.1013499142162
1996,53.3037848068636
1997,29.0944365621355
1998,35.2464220002054
1999,40.5403081663129
2000,57.3607588599479
2001,35.4243977239769
2002,38.3857736187569
2003,45.9060014018767
2004,45.5880674119396
2005,46.8728402827279
2006,41.9127895610882
2007,40.2953832432498
2008,39.2134774051575
2009,41.4365261366665
2010,51.2775481009176
2011,80.7169470497298
2012,93.2741188545782
2013,87.4528009893892
2014,83.1854110948868
2015,66.2785546512323
2016,75.5523045785681
2017,74.0852938258157
2018,56.6958306351663
2019,53.5178050183571
1960,337.366813456003
1961,297.880462013048
1962,285.419124080667
1963,295.724568605611
1964,254.147650186777
1965,256.802157123905
1966,253.207066562907
1967,235.483494779572
1968,256.485246775772
1969,273.613970450804
1970,271.059479870053
1971,259.296670947633
1972,229.053394842393
1973,245.728962253261
1974,313.964960955157
1975,283.570185086716
1976,305.899996000906
1977,326.983709610351
1978,334.601961019556
1979,375.010406221028
1980,410.936775211059
1981,399.778268318397
1982,372.537167610326
1983,333.147038730359
1984,313.123526254242
1985,304.14484567871
1986,294.826460468494
1987,325.038474626505
1988,359.867159003075
1989,347.5726856798
1990,344.33221784507
1991,323.887994825751
1992,311.312267281518
1993,313.416139807665
1994,316.216547584567
1995,345.459263895461
1996,334.911163288093
1997,323.86442214814
1998,312.079255674686
1999,336.484846412882
2000,364.364520468218
2001,349.292105694978
2002,349.746013985676
2003,377.218564301581
2004,401.523712538509
2005,420.430512920559
2006,425.363399543019
2007,394.288471919078
2008,437.326714891057
2009,358.192811828842
2010,369.685555787646
2011,379.098631377539
2012,369.212965787665
2013,367.041780049019
2014,360.467319166237
2015,329.471398940262
2016,303.949859410629
2017,316.012570774686
2018,326.938834537953
2019,319.148381585353
2005,260.550668195043
2006,233.816483630197
2007,242.387094861082
2008,236.599340083335
2009,215.698916378163
2010,207.917790508334
2011,213.583248871156
2012,217.440992992511
2013,237.444484120866
2014,241.553572371548
2015,220.860181256221
2016,214.60656591975
2017,193.486526671295
2018,209.651091317944
2019,205.914727951232
1990,57.167541237647
1991,87.8426099239728
1992,132.81736046741
1993,112.195704103471
1994,108.372099159001
1995,108.551829367
1996,111.818028658475
1997,117.588008984748
1998,102.070148472294
1999,97.4838776126657
2000,108.788415121954
2001,121.679291527254
2002,120.373886604428
2003,125.147678981072
2004,139.650377296647
2005,147.727895586359
2006,164.626286507128
2007,166.329552934429
2008,162.070856599542
2009,136.24069102241
2010,154.726636918999
2011,169.110709394268
2012,176.331835086592
2013,181.398202430821
2014,178.186061562847
2015,180.949607537219
2016,184.475681319602
2017,188.106721379078
2018,190.54363649986
2019,184.479249423884
1990,152.104376095007
1991,141.779577089251
1992,107.225519492163
1993,104.643188088494
1994,105.844615854665
1995,93.1167637057836
1996,93.5093365552988
1997,96.2613143154257
1998,96.6841402457089
1999,92.5418698059386
2000,103.947772151477
2001,104.534074757325
2002,103.651281873494
2003,102.32462473328
2004,111.556539590778
2005,120.262615191456
2006,129.788395142552
2007,137.12714631186
2008,134.731524530398
2009,113.121872199269
2010,127.491480632624
2011,139.277906278572
2012,142.384430845304
2013,143.75635401147
2014,145.549750211855
2015,146.295856696074
2016,146.657774528668
2017,157.280150918657
2018,161.102271299837
2019,159.027557774336
1970,59.7902097902098
1971,67.5409836065574
1972,67.0886075949367
1973,58.7078651685393
1974,68.1728880157171
1975,67.8787878787879
1976,69.6610169491525
1977,75.374149659864
1978,71.6783216783217
1979,98.2253771073647
1980,102.686817800168
1981,123.39156116643
1982,122.72518170347
1983,123.994381895332
1984,123.455119530898
1985,120.726044744618
1986,127.80198019802
1987,134.289617486339
1988,137.356948228883
1989,170.369406867846
1990,103.230096902907
1991,115.20976098947
1992,105.019001441489
1993,125.443852640923
1994,117.691211401425
1995,116.505636070853
1996,119.332406119611
1997,118.115942028986
1998,118.018539976825
1999,118.488308863513
2000,118.187100522952
2001,118.233295583239
2002,118.181818181818
2003,61.4973715448533
2004,75.6358423992943
2005,84.9809827143696
2006,91.4263401573046
2007,99.0309603716134
2008,106.448541329011
2009,90.6855120926977
2010,122.01468104904
2011,135.086769526903
2012,133.188442141046
2013,126.493846415226
2014,118.150528642077
2015,110.493957513632
2016,108.054780153387
2017,110.775259513455
2018,113.847359305263
2019,106.286463527873
1970,28.4313725466047
1971,34.3571742196252
1972,36.6666666933224
1973,46.4094319247393
1974,50.9337349397089
1975,46.7198177722092
1976,40.8668117916395
1977,30.8139534883721
1978,30.0183486238532
1979,36.0155815247635
1980,21.8614843434635
1981,15.1976786361988
1982,22.1462677338463
1983,24.3246320703692
1984,15.0836104284131
1985,21.2063237484248
1986,28.1383386231805
1987,33.0921890476864
1988,20.6391227613344
1989,11.893655049151
1990,6.5981136415919
1991,4.05116137521914
1992,4.05120951401228
1993,2.63093450503381
1994,2.03315315167802
1995,2.03304673735066
1996,2.03262812013605
1997,2.03261910674377
1998,1.98286565681649
1999,1.9998248184693
2000,2.01778080361966
2001,2.01777881165795
2002,2.01777816625638
2003,1.86510959733508
2004,1.86181916658204
2005,2.00764547642645
2006,2.00718548650494
2007,1.95974280123008
2008,1.99167022639897
2009,1.98510535546349
2010,1.98121213894823
2011,1.98549064528446
2012,1.98164494066756
2013,1.98587819947043
2014,1.98485166003054
2015,1.98610038610039
2016,1.98561008186635
2017,1.98552070933128
2018,1.98574372576548
2019,1.98562483898841
1950,57.0141877843963
1951,70.1741259692762
1952,62.9529695303723
1953,56.50089264622
1954,55.8822672795729
1955,58.4547854548789
1956,57.5884397064316
1957,59.8622548600201
1958,56.2369089741074
1959,53.615329120094
1960,53.5863823772705
1961,50.1299957399463
1962,49.5921448405974
1963,51.3165079773058
1964,52.4596118094538
1965,52.0127718244954
1966,47.985398448502
1967,48.3312448025068
1968,47.003688605137
1969,44.9929498323597
1970,45.3469973442924
1971,46.1413563891128
1972,46.3456586684555
1973,46.3016262373518
1974,54.3819980658069
1975,55.6495738755871
1976,54.5477822687303
1977,53.3733191503985
1978,55.8246875793939
1979,58.6854604589199
1980,60.3683675555592
1981,56.4882867429896
1982,51.3009833847796
1983,44.0049807281677
1984,47.271977968368
1985,51.9562649344397
1986,50.3740249705634
1987,48.7141590712177
1988,49.7618370462604
1989,46.2698521369734
1990,41.381018547064
1991,37.7493860604551
1992,37.189014389355
1993,38.7764360996651
1994,40.3761597273518
1995,43.1659216896931
1996,46.1113404632989
1997,46.2142109491231
1998,48.2637320480072
1999,46.2581187538409
2000,50.7912490751833
2001,54.083585174113
2002,59.667586840105
2003,51.4018460231268
2004,51.0780033398249
2005,53.1491039424728
2006,60.2772320864749
2007,63.6831182592399
2008,72.8653875695332
2009,55.4182643318623
2010,55.9889858083946
2011,60.1126299031358
2012,60.8996994349816
2013,64.2417598209624
2014,64.4345011117052
2015,61.617072179932
2016,60.6381738821372
2017,57.9739023186027
2018,59.4703340036339
2019,59.2045360587462
1953,10.2706960608258
1954,7.41071753812442
1955,10.1690064249626
1956,12.8064356348136
1957,11.8841088490232
1958,11.1610363682759
1959,11.1796296978429
1960,13.814961685536
1961,17.6329269080961
1962,18.7326881586184
1963,17.8007976180726
1964,16.5445384748838
1965,20.9552253600955
1966,26.173796172003
1967,28.6059552114297
1968,32.629963280286
1969,33.0047196662871
1970,32.5609668883644
1971,35.6893542757417
1972,38.041568057736
1973,51.5785283954191
1974,55.5306767868438
1975,53.9815622747449
1976,53.8803825106406
1977,53.9254410713614
1978,54.2177344013994
1979,54.5445847979927
1980,65.5308608411307
1981,67.131335338576
1982,60.2289191538685
1983,57.9122239832198
1984,57.3678002526997
1985,52.6570497800401
1986,60.1070244635668
1987,63.0001528376027
1988,58.7036378717858
1989,52.9136595622002
1990,50.7503133784944
1991,49.8250791504987
1992,48.759425641203
1993,46.9186782337658
1994,48.6659897866647
1995,52.4640219612036
1996,52.6539729274205
1997,57.5230377463691
1998,68.4974720563618
1999,59.7627537606539
2000,66.0951601081834
2001,62.2237972179905
2002,58.3530394029217
2003,61.1746012790121
2004,70.0157148656729
2005,68.3248110236401
2006,70.6518735304194
2007,73.8745252877915
2008,95.5163524347469
2009,86.133619369747
2010,91.3995964951756
2011,105.566313581348
2012,105.458327737701
2013,97.9521049538882
2014,90.6144418981567
2015,79.132494389092
2016,73.6038094655981
2017,77.1209178066416
2018,78.9888655134363
2019,76.9964293082181
2008,108.872216975654
2009,105.705387804289
2010,100.537985467019
2011,100.580117504879
2012,73.1583899595598
2013,77.5493463981667
2014,81.741847068609
2015,252.028102153748
2016,212.52634518856
2017,227.990935879337
2018,139.512563023253
2019,142.057609507122
1950,7.97134353821888
1951,7.38516110213265
1952,8.43382003598366
1953,9.92643838198083
1954,8.50456025565761
1955,9.59805673893842
1956,10.0130896958361
1957,9.60218400011596
1958,10.1414146386459
1959,11.7994613184932
1960,15.3043151505526
1961,16.6136781912803
1962,18.4810843771304
1963,18.5352300199831
1964,20.1519341523682
1965,21.3917807985875
1966,22.5147122570836
1967,20.5217566219117
1968,23.158946468747
1969,24.4767823993385
1970,25.8215115148289
1971,25.8943219874461
1972,27.1807178264718
1973,28.107088586128
1974,31.6954729611989
1975,29.0859604718165
1976,30.0775002572519
1977,29.1635837461147
1978,27.7252143484885
1979,27.8359973754179
1980,31.5606094818839
1981,35.3801920060339
1982,36.5284288015454
1983,39.7685248912058
1984,41.5414301155211
1985,40.8666262724316
1986,35.3473419769776
1987,36.3199597016428
1988,36.7134820107705
1989,37.3841836123382
1990,35.6107334350814
1991,35.4785412967992
1992,35.9778421725737
1993,36.9498941215609
1994,41.6444787411747
1995,44.7753740870366
1996,46.2452192648042
1997,51.1662571157861
1998,52.6614543708284
1999,54.636466948565
2000,60.0823337464942
2001,57.9971554637493
2002,55.0991792430679
2003,53.4636891006225
2004,54.5241826916923
2005,54.7622975833471
2006,56.1771348136076
2007,57.7476037596033
2008,55.9833300436847
2009,46.9948743270275
2010,52.928240557318
2011,58.7931710352776
2012,60.8453698432449
2013,61.9962993018068
2014,63.8656097225425
2015,64.2126411715031
2016,63.7726244343891
2017,66.6925732463354
2018,67.5728529422267
2019,66.7761646309525
1950,76.4313318284078
1951,82.7617175200366
1952,84.4744934872173
1953,82.4106275471138
1954,75.9012819284126
1955,72.8804027061826
1956,80.8148416560431
1957,81.7591838980421
1958,77.4051604548736
1959,80.2291198817877
1960,76.9650647249867
1961,68.9700599795492
1962,70.2573408446935
1963,65.5984745860746
1964,63.3304341033068
1965,63.5159391398175
1966,58.7708273684996
1967,53.3311360417565
1968,54.6925526213491
1969,52.2748848210082
1970,44.0779022795174
1971,42.0866321710022
1972,36.677679049946
1973,40.9606737469057
1974,49.468130833728
1975,52.5203639742436
1976,50.5668066788307
1977,54.0723837732835
1978,61.0575688286737
1979,65.8101376628287
1980,71.5896592458287
1981,65.4375220425545
1982,63.3025713146662
1983,58.4168699573724
1984,56.6411058144675
1985,56.1336507489715
1986,52.1150503626762
1987,54.3598889023438
1988,53.9476455667526
1989,54.8987100364248
1990,58.3768950547925
1991,57.5309599222135
1992,62.0411980539238
1993,65.1787857962904
1994,67.1819665659137
1995,68.8036493845533
1996,66.4471316674285
1997,67.7374798910799
1998,66.8001028740579
1999,67.0131262597077
2000,75.7423291590391
2001,72.4676396778916
2002,66.6997445730681
2003,65.8269441152876
2004,69.4502255888696
2005,64.3133257396689
2006,62.2662500477039
2007,59.9465947770981
2008,55.3702983629675
2009,42.9453006687388
2010,46.3638903666358
2011,54.9845784228684
2012,51.4920819017498
2013,49.2577921993302
2014,50.2508842888208
2015,49.5587967111637
2016,49.6360937149234
2017,50.8867691073516
2018,53.2274201291749
2019,52.370861969739
1970,15.5066099933207
1971,15.0338011959176
1972,14.8455945727894
1973,16.3783413264807
1974,16.7788553146444
1975,14.3098436051421
1976,12.3071214867281
1977,11.0195348197224
1978,14.2119791104866
1979,17.9966286177115
1980,17.9379202250157
1981,17.9963704314071
1982,16.391065029053
1983,12.0038150081207
1984,9.89521702936031
1985,6.42657422448928
1986,5.8856105056533
1987,5.90376731188834
1988,4.78522095102959
1989,3.71569952177439
1990,4.6292664908705
1991,7.48987471939295
1992,9.72745241632986
1993,7.67133890580291
1994,7.01330201162669
1995,7.02880627505215
1996,9.27100244142441
1997,11.432831637696
1998,12.9910406567771
1999,11.1875322439476
2000,14.4559252520178
2001,11.3687110546259
2002,13.4541324521932
2003,12.6258745881911
2004,14.5296688354498
2005,18.2728606510117
2006,17.8322296526555
2007,16.2545738396041
2008,16.9519786833583
2009,14.8827934553792
2010,15.3069761463997
2011,31.5782539021132
2012,22.1753159656865
2013,27.7380269685858
2014,20.5054841738203
2015,18.6084446656294
2016,16.1410822376821
2017,18.9482443654361
2018,21.5212530274078
2019,26.1743603182888
1970,109.580449666018
1971,115.081701018619
1972,107.916024271633
1973,105.74368634101
1974,131.58542447458
1975,130.210628599944
1976,122.392442365763
1977,117.096741082557
1978,112.984368346207
1979,117.485459216059
1980,142.999106508599
1981,127.546246685167
1982,114.745437551826
1983,102.455866272341
1984,92.1425499226136
1985,76.6460171189901
1986,65.3131717148726
1987,56.6866507344948
1988,53.7004404510529
1989,65.5206314082176
1990,44.1032110709858
1991,32.3871638660102
1992,21.6970363070611
1993,181.635294475339
1994,172.01133567338
1995,140.829124386892
1996,121.41861920975
1997,112.516736832255
1998,88.7323091960417
1999,101.904643189035
2000,109.238975524305
2001,108.003519373366
2002,84.2307857315437
2003,89.3730952878785
2004,102.654401700546
2005,110.621843880923
2006,98.1637658584646
2007,101.382886390129
2008,109.166219412037
2009,87.9171576541789
2010,90.9612727940995
2011,96.0148832875112
2012,91.6311045825112
2013,92.8690868842989
2014,93.5050249210425
2015,92.6684054605742
2016,93.0141724253644
2017,93.062534268325
2018,92.915037381402
2019,92.9972480254902
1950,39.4987023049591
1951,49.2768120581307
1952,42.5770710830968
1953,38.1628969726488
1954,40.4814411681819
1955,41.5519918089149
1956,43.0714832443354
1957,44.5575546279235
1958,40.9368459608513
1959,39.4224425302745
1960,42.2049340296515
1961,40.0087406382178
1962,39.3240870529843
1963,39.4860568069919
1964,40.169787103854
1965,40.3539404915424
1966,39.4085161589535
1967,38.2499727330567
1968,39.2154393679603
1969,41.7099510919375
1970,44.2974247730282
1971,43.1728321606004
1972,42.588553009853
1973,47.298539888583
1974,59.2218712276554
1975,51.3307148636818
1976,51.7585624836263
1977,51.2801904487063
1978,50.3582988846878
1979,56.1535931992075
1980,55.8791694431012
1981,55.742140343461
1982,60.6567026041255
1983,64.2911713854694
1984,64.1665399938727
1985,63.9888176636352
1986,58.2310859708523
1987,58.6768608989121
1988,58.3467817203103
1989,59.0380328648836
1990,55.8232212291502
1991,51.0896520485887
1992,50.7720887895647
1993,58.1349272187468
1994,63.8416317578483
1995,68.6004574220424
1996,66.5385083268845
1997,72.0087101401916
1998,74.3403912388145
1999,74.8983658159395
2000,81.4775319321754
2001,80.5882900359504
2002,77.2186507056824
2003,75.2455936655162
2004,78.5911495819721
2005,83.7514776951197
2006,88.1954134776664
2007,89.1620822111883
2008,92.5641504308151
2009,81.5088560374264
2010,84.2483771880363
2011,85.7910274001081
2012,85.2822510623587
2013,80.8156652769752
2014,82.9335316938536
2015,83.7238145087279
2016,82.3206450872032
2017,84.9347494342818
2018,89.1311983954621
2019,90.484885840975
1950,68.1777231224408
1951,77.5269230345978
1952,70.5669694498826
1953,69.2801585094677
1954,70.3257923842821
1955,72.2247051261886
1956,76.3882271082295
1957,78.3212585503319
1958,72.2291705672065
1959,75.4455563404823
1960,78.1250384506339
1961,80.0061387440755
1962,79.8423891209563
1963,78.6765188489469
1964,78.6336101356712
1965,77.3263592566279
1966,77.8603134186952
1967,76.6069735519105
1968,79.7584386919067
1969,85.1558732226583
1970,84.2877298869822
1971,79.9748291862918
1972,77.9851755072658
1973,78.9454078992109
1974,83.9995477234207
1975,75.3190393514562
1976,80.2520917825647
1977,88.8105430233729
1978,85.0492245502184
1979,89.2644202288174
1980,96.4908983633753
1981,97.5435668187479
1982,89.4584251537198
1983,88.4089036293248
1984,93.1131656119876
1985,94.2891297737062
1986,88.2949531533907
1987,82.1594326630927
1988,84.5896837785709
1989,89.6859546655969
1990,83.7021447238876
1991,79.244029167179
1992,79.8334128339882
1993,78.4779723088368
1994,76.9523265886482
1995,76.0186938813492
1996,78.4751721483113
1997,88.1297113040595
1998,87.7400169998937
1999,89.1185416697542
2000,97.1351609970193
2001,95.1309572793268
2002,90.6590050823664
2003,89.1278569115947
2004,93.9405486651636
2005,100.460725120111
2006,104.607003441164
2007,111.554559290078
2008,115.136745089671
2009,107.725299706923
2010,117.883494073748
2011,123.094341634788
2012,124.070182759985
2013,130.891636798867
2014,116.290754920505
2015,113.122254468133
2016,119.728166414981
2017,119.270037208402
2018,119.829924770938
2019,119.702474659762
1960,47.7965735120283
1961,38.8790122098952
1962,41.3400238641883
1963,39.4742151724727
1964,34.9199599610406
1965,33.1389898116967
1966,39.5209941366745
1967,33.9431108377521
1968,36.854420793073
1969,37.7450673935332
1970,38.2885514018692
1971,39.5325708602685
1972,41.5787206547491
1973,47.420814479638
1974,57.44467431509
1975,55.0673555115639
1976,53.4095926148906
1977,58.2871813680543
1978,45.6386102275508
1979,53.9489084524961
1980,53.662960795787
1981,48.6142572631771
1982,38.8454381578182
1983,39.9271397579512
1984,36.4245706246184
1985,37.3974166416341
1986,33.5104520028419
1987,44.5987847657229
1988,42.7746752164776
1989,60.1688911016219
1990,56.2900629080827
1991,56.4792466395347
1992,63.888006888572
1993,68.7691991637563
1994,78.4544982128073
1995,68.9765751565305
1996,69.9141790558683
1997,66.2229786914424
1998,61.4248447707871
1999,64.3084049166638
2000,65.2849861212903
2001,67.899683665793
2002,71.2388878454941
2003,61.5469332429685
2004,78.1149285929097
2005,80.1330556803902
2006,74.2052265865927
2007,76.3793535157197
2008,74.2279192503452
2009,59.9438252393676
2010,64.9901585908607
2011,66.3873010268634
2012,63.7737616190074
2013,65.0504070789338
2014,65.0704899082782
2015,64.6315528687305
2016,64.9174832853051
2017,64.873175354116
2018,64.8074038360464
2019,64.8660208251587
1951,25.0912630810416
1952,22.1418234442836
1953,22.3736759854141
1954,21.2324708670749
1955,20.7041739879985
1956,24.7433087217351
1957,24.2521393869146
1958,26.9110730141984
1959,33.1797498238867
1960,30.1069501845601
1961,34.5476786367088
1962,32.0298450353931
1963,36.3713203804715
1964,38.5539960449525
1965,40.8802565309074
1966,42.6398590495198
1967,45.5395421576294
1968,50.4993988717285
1969,53.4371761141673
1970,59.467495257069
1971,67.2890249884794
1972,76.7361024979535
1973,87.402858098743
1974,93.8023692832338
1975,80.8783305471453
1976,91.083518472577
1977,91.1375698918627
1978,96.3779708173245
1979,103.456919907896
1980,104.05932367594
1981,99.7106567111738
1982,92.8195382614138
1983,94.7777451017449
1984,98.9965015879317
1985,93.2436206537449
1986,93.6090600813098
1987,95.5467595035479
1988,99.4156810011555
1989,91.0466652647116
1990,86.1573282721184
1991,88.3388644004736
1992,82.8218991945066
1993,84.8860044444058
1994,84.0863109338944
1995,91.9307671888018
1996,90.0432370579875
1997,93.0657935895181
1998,93.5124584989842
1999,92.1711380984839
2000,103.620189050756
2001,96.0067410918146
2002,100.16595943659
2003,108.192801392234
2004,124.736498663662
2005,126.613703535237
2006,137.922529388741
2007,144.784923462186
2008,150.334195037535
2009,126.664311044321
2010,152.665215540586
2011,155.16147893302
2012,151.401626882567
2013,146.562789933787
2014,144.50136600048
2015,129.677392307746
2016,122.03101086238
2017,121.174250822163
2018,122.137949792102
2019,117.708164283956
1990,126.328254847645
1991,126.327981166813
1992,126.328511502793
1993,143.875809464544
1994,156.099268643645
1995,283.681924655997
1996,164.20482839904
1997,203.020052145087
1998,130.819331872127
1999,162.56453876008
2000,192.551762730834
2001,143.336843336843
2002,138.917365411395
2003,137.716626404789
